id,trait,ncase,group_name,year,author,consortium,sex,pmid,population,unit,sample_size,build,ncontrol,category,subcategory,ontology,note,mr,nsnp,doi,coverage,study_design,priority,sd,catalog_row_original,technical_scope_status,technical_scope_reason,eqtl_pattern_outside_scope,ihd_candidate_index,ihd_saved_estimate,ihd_output_status,ihd_outcome_id,ihd_method,ihd_nsnp_or_snp_raw,ihd_instrument_count,ihd_single_instrument_snp,ihd_beta,ihd_se,ihd_p_value,ihd_p_for_bh,ihd_q_bh_m11988,ihd_output_index,ihd_output_file,dd_candidate_index,dd_saved_estimate,dd_output_status,dd_outcome_id,dd_method,dd_nsnp_or_snp_raw,dd_instrument_count,dd_single_instrument_snp,dd_beta,dd_se,dd_p_value,dd_p_for_bh,dd_q_bh_m11988,dd_output_index,dd_output_file,ihd_candidate,dd_candidate,ihd_scheduling_status,dd_scheduling_status,ihd_availability_note,dd_availability_note
prot-c-2212_69_1,tPA,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Tissue-type plasminogen activator; chr=8; start=42175233; end=42207724; entrez=5327; uniprot=P00750,1,501428,,,,0,,7674,within European-ancestry technical scope,,FALSE,7462,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7462,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,3,3,,0.0242352934842011,0.0454291693062295,0.593705309102739,0.593705309102739,0.992101929958689,7462,DD/7462.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2247_20_11,EG-VEGF,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Prokineticin-1; chr=1; start=110451200; end=110457354; entrez=84432; uniprot=P58294,1,501428,,,,0,,7675,within European-ancestry technical scope,,FALSE,7463,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7463,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Wald ratio,rs323464,,rs323464,0.0510903426791277,0.0738317757009346,0.488947928121108,0.488947928121108,0.971091411914487,7463,DD/7463.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2278_61_4,TIMP-2,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Metalloproteinase inhibitor 2; chr=17; start=78852977; end=78925387; entrez=7077; uniprot=P16035,1,501428,,,,0,,7676,within European-ancestry technical scope,,FALSE,7464,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7464,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,5,5,,0.00240115865791451,0.0312686420020673,0.938789597609755,0.938789597609755,1,7464,DD/7464.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2333_72_1,TGF-b1,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Transforming growth factor beta-1; chr=19; start=41301587; end=41353911; entrez=7040; uniprot=P01137,1,501428,,,,0,,7677,within European-ancestry technical scope,,FALSE,7465,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7465,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Wald ratio,rs10116313,,rs10116313,0.00451545675581799,0.0708579367836054,0.94918880775251,0.94918880775251,1,7465,DD/7465.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2358_19_2,VEGF sR3,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Vascular endothelial growth factor receptor 3; chr=5; start=180601506; end=180649624; entrez=2324; uniprot=P35916,1,501428,,,,0,,7678,within European-ancestry technical scope,,FALSE,7466,TRUE,saved summary estimate,finn-b-I9_IHD,Inverse variance weighted,2,2,,-0.0261996774211726,0.0203176082026711,0.197222236252354,0.197222236252354,1,7466,IHD/7466.txt,7466,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,3,3,,-0.00457067497935697,0.0122608223397702,0.709306991095024,0.709306991095024,1,7466,DD/7466.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
prot-c-2381_52_4,C5,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Complement C5; chr=9; start=120952335; end=121050276; entrez=727; uniprot=P01031,1,501428,,,,0,,7679,within European-ancestry technical scope,,FALSE,7467,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7467,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,no saved estimate; exact reason not recorded
prot-c-2418_55_9,Apo E,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Apolipoprotein E; chr=19; start=44905754; end=44909393; entrez=348; uniprot=P02649,1,501428,,,,0,,7680,within European-ancestry technical scope,,FALSE,7468,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7468,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,4,4,,0.00656619646883106,0.0277972152106444,0.813263683378292,0.813263683378292,1,7468,DD/7468.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2421_7_3,BDNF,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Brain-derived neurotrophic factor; chr=11; start=27654893; end=27722058; entrez=627; uniprot=P23560,1,501428,,,,0,,7681,within European-ancestry technical scope,,FALSE,7469,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7469,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Wald ratio,rs11661803,,rs11661803,0.0101861608710924,0.0569020021074816,0.857928007828916,0.857928007828916,1,7469,DD/7469.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2424_69_4,bFGF-R,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Fibroblast growth factor receptor 1; chr=8; start=38411138; end=38468834; entrez=2260; uniprot=P11362,1,501428,,,,0,,7682,within European-ancestry technical scope,,FALSE,7470,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7470,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,2,2,,0.0843069680806991,0.0388842258712003,0.0301470139952558,0.0301470139952558,0.451189018445851,7470,DD/7470.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2429_27_4,C8,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Complement component C8; chr=1|9; start=56854806|136945246; end=56966140|136946974; entrez=731|732|733; uniprot=P07357|P07358|P07360,1,501428,,,,0,,7683,within European-ancestry technical scope,,FALSE,7471,TRUE,saved summary estimate,finn-b-I9_IHD,Wald ratio,rs1013579,,rs1013579,0.0347563279183982,0.0492381312177308,0.480261302753423,0.480261302753423,1,7471,IHD/7471.txt,7471,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,3,3,,0.0189897009052418,0.0352515952106432,0.590100401398175,0.590100401398175,0.991746014188743,7471,DD/7471.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
prot-c-2431_17_3,Cathepsin G,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Cathepsin G; chr=14; start=24573522; end=24576260; entrez=1511; uniprot=P08311,1,501428,,,,0,,7684,within European-ancestry technical scope,,FALSE,7472,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7472,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,2,2,,-0.0118842728000945,0.0361942212621637,0.742649126843443,0.742649126843443,1,7472,DD/7472.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2436_49_4,"CXCL16, soluble",,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=C-X-C motif chemokine 16; chr=17; start=4733526; end=4739922; entrez=58191; uniprot=Q9H2A7,1,501428,,,,0,,7685,within European-ancestry technical scope,,FALSE,7473,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7473,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Wald ratio,rs16971474,,rs16971474,-0.044039483675019,0.0459377372817008,0.337721143017424,0.337721143017424,0.934607945984413,7473,DD/7473.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2441_2_4,FGF-10,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Fibroblast growth factor 10; chr=5; start=44303544; end=44389706; entrez=2255; uniprot=O15520,1,501428,,,,0,,7686,within European-ancestry technical scope,,FALSE,7474,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7474,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Wald ratio,rs13241797,,rs13241797,-0.027348919276577,0.0546978385531539,0.617075077451974,0.617075077451974,0.993232278814195,7474,DD/7474.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2443_10_4,FGF-8B,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Fibroblast growth factor 8 isoform B; chr=10; start=101770130; end=101780369; entrez=2253; uniprot=P55075,1,501428,,,,0,,7687,within European-ancestry technical scope,,FALSE,7475,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7475,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,4,4,,-0.00808198842036806,0.0268402870439958,0.763327502439886,0.763327502439886,1,7475,DD/7475.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2447_7_4,GIIE,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Group IIE secretory phospholipase A2; chr=1; start=19920009; end=19923617; entrez=30814; uniprot=Q9NZK7,1,501428,,,,0,,7688,within European-ancestry technical scope,,FALSE,7476,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7476,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,3,3,,0.0024159583639994,0.0307584055480819,0.937393517030419,0.937393517030419,1,7476,DD/7476.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2449_1_4,GV,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Calcium-dependent phospholipase A2; chr=1; start=20028179; end=20091190; entrez=5322; uniprot=P39877,1,501428,,,,0,,7689,within European-ancestry technical scope,,FALSE,7477,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7477,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Wald ratio,rs2239653,,rs2239653,0.0172570390554042,0.053133514986376,0.74534279518443,0.74534279518443,1,7477,DD/7477.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2455_17_4,IL-12,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Interleukin-12; chr=3|5; start=159988750|159314783; end=159996019|159330887; entrez=3592|3593; uniprot=P29459|P29460,1,501428,,,,0,,7690,within European-ancestry technical scope,,FALSE,7478,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7478,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Wald ratio,rs12207978,,rs12207978,0.030441400304414,0.0555555555555556,0.583729527576458,0.583729527576458,0.991005877930025,7478,DD/7478.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2468_62_3,MIP-3a,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=C-C motif chemokine 20; chr=2; start=227813842; end=227817564; entrez=6364; uniprot=P78556,1,501428,,,,0,,7691,within European-ancestry technical scope,,FALSE,7479,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7479,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Wald ratio,rs9482650,,rs9482650,-0.071986836692719,0.0526532291238174,0.171566542367424,0.171566542367424,0.817608009812432,7479,DD/7479.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2474_54_5,SAP,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Serum amyloid P-component; chr=1; start=159587825; end=159588865; entrez=325; uniprot=P02743,1,501428,,,,0,,7692,within European-ancestry technical scope,,FALSE,7480,TRUE,saved summary estimate,finn-b-I9_IHD,Wald ratio,rs12079353,,rs12079353,0.0042636552200968,0.0352615810094492,0.903758335179174,0.903758335179174,1,7480,IHD/7480.txt,7480,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,3,3,,0.0596227903826404,0.027762081291619,0.0317428402445976,0.0317428402445976,0.460914042552682,7480,DD/7480.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
prot-c-2475_1_3,SCF sR,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Mast/stem cell growth factor receptor Kit; chr=4; start=54657918; end=54740715; entrez=3815; uniprot=P10721,1,501428,,,,0,,7693,within European-ancestry technical scope,,FALSE,7481,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7481,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,2,2,,-0.0910322154941243,0.0402831550228388,0.0238331396154835,0.0238331396154835,0.401280446222495,7481,DD/7481.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2480_58_3,TIMP-3,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Metalloproteinase inhibitor 3; chr=22; start=32801701; end=32863043; entrez=7078; uniprot=P35625,1,501428,,,,0,,7694,within European-ancestry technical scope,,FALSE,7482,TRUE,saved summary estimate,finn-b-I9_IHD,Inverse variance weighted,2,2,,-0.0205110866220641,0.0127861977029707,0.108679138794327,0.108679138794327,0.678269294635044,7482,IHD/7482.txt,7482,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,2,2,,0.0180451196456909,0.0125841398574095,0.151584438695969,0.151584438695969,0.796223538734677,7482,DD/7482.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
prot-c-2484_49_3,TWEAK,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Tumor necrosis factor ligand superfamily member 12; chr=17; start=7548891; end=7557890; entrez=8742; uniprot=O43508,1,501428,,,,0,,7695,within European-ancestry technical scope,,FALSE,7483,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7483,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Wald ratio,rs10894397,,rs10894397,-0.00634057971014493,0.0561594202898551,0.910107278862281,0.910107278862281,1,7483,DD/7483.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2500_2_3,Angiopoietin-4,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Angiopoietin-4; chr=20; start=869899; end=916317; entrez=51378; uniprot=Q9Y264,1,501428,,,,0,,7696,within European-ancestry technical scope,,FALSE,7484,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7484,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,2,2,,0.00643584284676239,0.0337249124366772,0.84865604712671,0.84865604712671,1,7484,DD/7484.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2501_51_3,Cadherin E,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Cadherin-1; chr=16; start=68737225; end=68835548; entrez=999; uniprot=P12830,1,501428,,,,0,,7697,within European-ancestry technical scope,,FALSE,7485,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7485,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Wald ratio,rs8083025,,rs8083025,-0.0370009737098345,0.0530671859785784,0.485647788080502,0.485647788080502,0.969980218379725,7485,DD/7485.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2505_49_3,GFRa-3,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=GDNF family receptor alpha-3; chr=5; start=138252379; end=138274671; entrez=2676; uniprot=O60609,1,501428,,,,0,,7698,within European-ancestry technical scope,,FALSE,7486,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7486,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,no saved estimate; exact reason not recorded
prot-c-2514_65_3,Ephrin-B3,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Ephrin-B3; chr=17; start=7705202; end=7711378; entrez=1949; uniprot=Q15768,1,501428,,,,0,,7699,within European-ancestry technical scope,,FALSE,7487,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7487,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Wald ratio,rs1499505,,rs1499505,-0.0316154179298398,0.0489389346037246,0.518267893154816,0.518267893154816,0.979223072816015,7487,DD/7487.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2515_14_3,GFRa-2,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=GDNF family receptor alpha-2; chr=8; start=21690403; end=21812357; entrez=2675; uniprot=O00451,1,501428,,,,0,,7700,within European-ancestry technical scope,,FALSE,7488,TRUE,saved summary estimate,finn-b-I9_IHD,Wald ratio,rs4443656,,rs4443656,0.00818452380952381,0.0285218253968254,0.774145611379084,0.774145611379084,1,7488,IHD/7488.txt,7488,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Wald ratio,rs4443656,,rs4443656,0.0367063492063492,0.0282738095238095,0.1942029483746,0.1942029483746,0.849488339178,7488,DD/7488.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
prot-c-2516_57_3,6Ckine,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=C-C motif chemokine 21; chr=9; start=34709005; end=34710124; entrez=6366; uniprot=O00585,1,501428,,,,0,,7701,within European-ancestry technical scope,,FALSE,7489,TRUE,saved summary estimate,finn-b-I9_IHD,Wald ratio,rs17412738,,rs17412738,0.00433973961562306,0.0332713370531101,0.896222449100445,0.896222449100445,1,7489,IHD/7489.txt,7489,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Wald ratio,rs17412738,,rs17412738,-0.0562099607356892,0.0330646827856995,0.0891309255170861,0.0891309255170861,0.694282998764671,7489,DD/7489.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
prot-c-2523_31_3,RANTES,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=C-C motif chemokine 5; chr=17; start=35871491; end=35880793; entrez=6352; uniprot=P13501,1,501428,,,,0,,7702,within European-ancestry technical scope,,FALSE,7490,TRUE,saved summary estimate,finn-b-I9_IHD,Wald ratio,rs4239252,,rs4239252,-0.0503181029496819,0.0419317524580683,0.230139340443417,0.230139340443417,1,7490,IHD/7490.txt,7490,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,3,3,,0.0141470063197842,0.0292078434840132,0.62813294581292,0.62813294581292,0.995071756567116,7490,DD/7490.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
prot-c-2524_56_3,HMG-1,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=High mobility group protein B1; chr=13; start=30456704; end=30617597; entrez=3146; uniprot=P09429,1,501428,,,,0,,7703,within European-ancestry technical scope,,FALSE,7491,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7491,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,2,2,,-0.0330340272071274,0.0618326633555948,0.593169399056543,0.593169399056543,0.992101929958689,7491,DD/7491.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2526_53_3,OPG,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Tumor necrosis factor receptor superfamily member 11B; chr=8; start=118923557; end=118952200; entrez=4982; uniprot=O00300,1,501428,,,,0,,7704,within European-ancestry technical scope,,FALSE,7492,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7492,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Wald ratio,rs12123373,,rs12123373,0.0270720533111204,0.0624739691795085,0.66477262525335,0.66477262525335,1,7492,DD/7492.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2558_51_3,b-Endorphin,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Beta-endorphin; chr=2; start=25160853; end=25168903; entrez=5443; uniprot=P01189,1,501428,,,,0,,7705,within European-ancestry technical scope,,FALSE,7493,TRUE,saved summary estimate,finn-b-I9_IHD,Wald ratio,rs12099358,,rs12099358,-0.0532563362207251,0.0229387231312159,0.0202502630834953,0.0202502630834953,0.259082341349991,7493,IHD/7493.txt,7493,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,7,7,,-0.0253053837770905,0.0157729360193602,0.108635893824737,0.108635893824737,0.735399372065286,7493,DD/7493.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
prot-c-2567_5_6,Factor I,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Complement factor I; chr=4; start=109740694; end=109802179; entrez=3426; uniprot=P05156,1,501428,,,,0,,7706,within European-ancestry technical scope,,FALSE,7494,TRUE,saved summary estimate,finn-b-I9_IHD,Wald ratio,rs7439493,,rs7439493,-0.0141627325742849,0.0308247708969731,0.645904258226149,0.645904258226149,1,7494,IHD/7494.txt,7494,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,4,4,,-0.0210874762923036,0.0247898694614279,0.394964392219386,0.394964392219386,0.949852119306489,7494,DD/7494.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
prot-c-2570_72_5,IGFBP-2,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Insulin-like growth factor-binding protein 2; chr=2; start=216632828; end=216664436; entrez=3485; uniprot=P18065,1,501428,,,,0,,7707,within European-ancestry technical scope,,FALSE,7495,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7495,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,3,3,,-0.0820683842063415,0.0448790958103155,0.0674513035428347,0.0674513035428347,0.631723614743361,7495,DD/7495.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2571_12_3,IGFBP-3,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Insulin-like growth factor-binding protein 3; chr=7; start=45912245; end=45921874; entrez=3486; uniprot=P17936,1,501428,,,,0,,7708,within European-ancestry technical scope,,FALSE,7496,TRUE,saved summary estimate,finn-b-I9_IHD,Wald ratio,rs2949833,,rs2949833,0.00397196261682243,0.0289719626168224,0.890954302215031,0.890954302215031,1,7496,IHD/7496.txt,7496,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,2,2,,-0.0168507724461097,0.0414786388194401,0.684557583396852,0.684557583396852,1,7496,DD/7496.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
prot-c-2575_5_5,Leptin,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Leptin; chr=7; start=128241284; end=128257628; entrez=3952; uniprot=P41159,1,501428,,,,0,,7709,within European-ancestry technical scope,,FALSE,7497,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7497,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,4,4,,-0.0804509042528615,0.0447441789321739,0.0721739246790242,0.0721739246790242,0.645550153148069,7497,DD/7497.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2578_67_2,MCP-1,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=C-C motif chemokine 2; chr=17; start=34255218; end=34257203; entrez=6347; uniprot=P13500,1,501428,,,,0,,7710,within European-ancestry technical scope,,FALSE,7498,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7498,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Wald ratio,rs2850800,,rs2850800,-0.0506149479659413,0.0520340586565752,0.330688866811981,0.330688866811981,0.931765078407979,7498,DD/7498.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
prot-c-2579_17_5,MMP-9,,public,2019,Suhre K,NA,Males and Females,28240269,European,NA,,HG19/GRCh37,,Continuous,NA,EFO_0007937,name=Matrix metalloproteinase-9; chr=20; start=46008908; end=46016561; entrez=4318; uniprot=P14780,1,501428,,,,0,,7711,within European-ancestry technical scope,,FALSE,7499,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,7499,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,no saved estimate; exact reason not recorded
