exposure,outcome,id.exposure,id.outcome,samplesize,SNP,b,se,p
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs10038382,-0.31166518254675,1.15761353517364,0.787752103714477
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4358081,-0.205949656750572,1.27002288329519,0.871178155583461
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4366937,0.188053097345133,1.30530973451327,0.885446933977128
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4369924,-1.34361233480176,1.26284875183554,0.287349770333986
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4380820,-1.60421545667447,1.37002341920375,0.241622826662791
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4382592,-0.562347188264059,0.751833740831296,0.454479773317691
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4384309,0.36697247706422,1.02752293577982,0.720984861901671
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4404485,1.01317957166392,1.3673805601318,0.458715356130324
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4415893,-1.54981549815498,1.18081180811808,0.189351486043285
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4442732,0.395108184383819,1.14769520225776,0.730649037334656
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4496222,1.11457521434139,1.153546375682,0.333936000103747
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4662711,0.733041575492341,1.2253829321663,0.549696960509451
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4667029,-0.40582726326743,1.21748178980229,0.738882680363527
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4700393,0.00479386385426654,0.527325023969319,0.992746603901876
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4726070,0.847322142286171,0.8792965627498,0.335228269007387
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4733264,-3.79454926624738,1.18448637316562,0.0013574926453594
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4757957,1.39716312056738,0.914893617021277,0.126728245097636
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4766424,-1.17730496453901,1.68794326241135,0.485503082341066
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4772268,1.17212249208025,1.25659978880676,0.350937128130775
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4778058,0.0491642084562439,1.11111111111111,0.964706890325485
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4787457,-0.120620333141873,0.637564618035612,0.849944540437619
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4810227,-0.385220125786164,0.888364779874214,0.664558367190695
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4839155,-1.23900879296563,0.983213429256595,0.20761071096239
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4846724,1.76817288801572,1.09037328094303,0.10488439018766
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4870482,-0.156971375807941,1.12650046168052,0.889178114777169
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4888746,1.40756302521008,1.16596638655462,0.227352355551836
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4895650,-0.196891191709845,1.15025906735751,0.864089174997049
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4906099,0.91016548463357,1.31205673758865,0.487874321686778
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4941735,-1.75704989154013,1.22559652928416,0.15167835777501
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4945424,-0.30241935483871,1.11895161290323,0.786952335429884
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4949448,-2.69503546099291,1.33569739952719,0.0436226070612879
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4964046,0.797720797720798,1.0636277302944,0.453254704753736
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4972400,-0.155709342560554,0.994809688581315,0.875621785073035
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4984541,0.413625304136253,1.01378751013788,0.683273674902085
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4984913,0.496592015579357,1.11002921129503,0.654609072682014
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs510706,-0.61624649859944,1.06442577030812,0.562624686915214
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs532799,-1.70708955223881,1.1660447761194,0.143193948346837
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs535307,0,1.30478087649402,1
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs55736314,1.13906359189378,0.79664570230608,0.152767377863765
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs55742128,-0.562347188264059,1.35696821515892,0.678570634237965
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs55771711,-2.52090032154341,0.829581993569132,0.00237554264326528
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs55872852,-1.51056014692378,1.06978879706152,0.157944906395407
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs55875047,-0.495049504950495,1.43564356435644,0.730223992825289
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs56391344,-0.216422660725652,0.859325270528326,0.801155576770528
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs57453499,0.953525641025641,1.12980769230769,0.398685258344385
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs575113,-2.84046692607004,0.918287937743191,0.00197997069335971
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs58233122,-0.133185349611543,1.23196448390677,0.913909936512377
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs59123361,-0.807067812798472,1.13658070678128,0.477652026762334
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs59480703,0.137429264349232,1.16410670978173,0.906023638639834
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs59520472,-1.89277899343545,1.3019693654267,0.146006890616247
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs604781,-0.40104620749782,1.08108108108108,0.71066155832599
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs60904894,-0.507317073170732,1.07317073170732,0.636407766483415
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs61040326,0.321743642968345,1.26621691748832,0.799419569825553
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs6123924,-1.14528795811518,1.11256544502618,0.303286223069842
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs613872,1.61714285714286,0.857142857142857,0.0592051737688383
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs61423212,-0.559230306674684,1.31689717378232,0.671086344870035
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs61993073,-0.467753366406804,1.53082919914954,0.759943064406938
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs62084585,0.0233372228704784,1.2485414235706,0.985087138261324
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs62093662,-0.782608695652174,1.54589371980676,0.612681158570053
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs62097985,-2.27484472049689,0.877329192546584,0.00951648063027492
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs62103084,-0.183106910809214,1.01594802126403,0.856969999238235
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs62152025,0.803571428571429,1.31696428571429,0.541749537207679
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs62183776,3.27981651376147,1.2691131498471,0.00975663112697816
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs62184480,-0.261780104712042,0.818062827225131,0.74896833055336
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs62188682,0.657748049052397,1.38238573021182,0.634212273140752
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs622169,-1.31131131131131,1.13113113113113,0.24633716714274
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs62306379,-3.53815659068385,1.38751238850347,0.0107722919081334
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs624015,-0.3559510567297,1.23470522803115,0.773126071375193
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs62409178,0.236453201970443,1.24137931034483,0.848935998880548
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs62439690,-1.5639374425023,1.26034958601656,0.214651592349595
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs62444881,-1.10743801652893,0.672176308539945,0.0994468995053514
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs62519947,0.518672199170125,1.18257261410788,0.660953939892624
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs62524716,0.087527352297593,1.32385120350109,0.947285709434271
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs6454492,1.26891734575087,1.29220023282887,0.32610872489296
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs6460840,0.487551867219917,1.40041493775934,0.727728926405376
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs6493265,-0.512635379061372,0.844765342960289,0.543958688006139
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs6495127,-0.270833333333333,1.19791666666667,0.821133789151732
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs6557171,-0.944479897894065,0.746649649010849,0.205886647612893
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs663234,-2.14925373134328,1.12437810945274,0.055939788716905
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs6658861,1.82044887780549,1.40897755610973,0.196344886139891
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs6709871,-0.960893854748603,1.28491620111732,0.454565064843389
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs6715112,0.541624874623872,1.24373119358074,0.663211243844987
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs6731373,-0.915605095541401,1.05891719745223,0.387224521963113
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs6731967,-1.40809443507589,1.03709949409781,0.174551412565566
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs6735008,3.58845671267252,1.40526976160602,0.0106624406375225
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs67885444,-0.988620199146515,1.0597439544808,0.35087888005013
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs67890737,-2.4364592462752,1.034180543383,0.0184762894494206
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs6795846,-0.636363636363636,1.28409090909091,0.620194138657218
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs6803651,-0.0442086648983201,0.999115826702034,0.964706890325485
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs6805241,-2.73177636234961,0.912951167728238,0.00276931138388202
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs6812533,-0.620300751879699,1.09022556390977,0.569379541379991
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs6823423,-0.43956043956044,1.20879120879121,0.716129568855565
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs6828996,-0.011001100110011,1.23212321232123,0.992876125359064
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs6938002,0.456349206349206,1.10119047619048,0.678570634237965
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs6959891,-1.19718309859155,1.12676056338028,0.288008758003942
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs7012546,1.07036669970268,1.10009910802775,0.330566734834094
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs7016302,-0.635559131134353,1.15848753016895,0.583272359031022
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs702606,0.58864751226349,1.08619481429573,0.587862951190614
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs7029718,-0.24190241902419,0.455104551045511,0.59505049695982
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs7031698,-0.264423076923077,1.01762820512821,0.794985251159813
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs7044106,0.430769230769231,1.42564102564103,0.762531411412254
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs7072694,-0.515350877192982,1.2719298245614,0.685350780976885
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs7086509,-0.79066265060241,1.22740963855422,0.519464048742753
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs710629,-0.265906932573599,1.0636277302944,0.802587348634153
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs713358,-1.2132701421801,1.33649289099526,0.363983148846621
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs714604,1.3854748603352,1.29608938547486,0.285085207677632
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs71646142,0.264385692068429,1.18195956454121,0.823003032839829
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs7190,1.42105263157895,1.28421052631579,0.268485344010171
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs7205442,0.445235975066785,1.09528049866429,0.684372270750365
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs7233920,-0.64638783269962,0.935361216730038,0.489529777485161
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs7257460,-3.17903930131004,1.1353711790393,0.00511026066085586
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs72622559,0.328947368421053,1.12781954887218,0.770541497710554
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs72672052,1.7032967032967,1.34615384615385,0.205761612693328
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs7276567,1.45435244161359,1.21019108280255,0.229458702925799
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs7278859,-2.63573543928924,1.25370187561698,0.0355215593513504
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs72807818,-0.114882506527415,0.986945169712794,0.90733385815124
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs72828517,0.5119825708061,0.849673202614379,0.546798707074727
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs72840994,-1.52365677626303,1.12269446672013,0.174735823215247
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs72944064,-0.0603621730382294,1.24748490945674,0.961407742542763
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs72974997,-0.570888468809074,1.02457466918715,0.577393814789421
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs730384,-0.108267716535433,1.10236220472441,0.921762138948745
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs7310177,-3.54473386183466,1.40430351075878,0.0115964062505974
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs7315713,-1.31115459882583,1.1545988258317,0.256126847572916
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs73179615,-0.163316582914573,0.998743718592965,0.870107442879258
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs73301698,0.131680867544539,1.07668474051123,0.902659722777008
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs7332724,0.626631853785901,1.03568320278503,0.545151079215422
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs73344830,0.238372093023256,0.645348837209302,0.711852425954584
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs736282,0.415896487985213,1.03512014787431,0.687841736597401
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs73874335,0.422110552763819,1.49748743718593,0.778036143204814
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs743316,0.0759493670886076,1.0464135021097,0.942139829015264
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs74415461,-2.15455140798952,1.43418467583497,0.133024010027748
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs745136,0.755395683453237,1.36690647482014,0.580515713596355
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs74643044,-1.55832974601808,1.02023245802841,0.126655075447939
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs74701752,-0.641106222501571,1.16907605279698,0.583426134426407
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs74998289,-2.09225700164745,1.12026359143328,0.0618112824463883
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs7534368,1.44154370034052,1.33938706015891,0.28180599102941
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs7543462,0.92497430626927,1.13052415210689,0.413253375493641
