exposure,outcome,id.exposure,id.outcome,samplesize,SNP,b,se,p,outcome_code
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs10050620,0.253321146397504,0.0484084888632331,1.66789612109024e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2153733,0.25392294492573,0.0483501718369882,1.50662048552845e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs215669,0.250780412038182,0.0484455739613887,2.26039592709164e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2172131,0.248251420107406,0.0483565981548662,2.84002392840709e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2204563,0.252261107653048,0.0484199893502532,1.88988607827406e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2216931,0.250679801138895,0.0484476817372558,2.28843852332176e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2233598,0.250950125055287,0.0484040536908136,2.16611742817824e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2242189,0.254835585318456,0.0483097222411008,1.32729110394252e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2249825,0.252811692382977,0.0484306335258251,1.78847634418323e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2254992,0.251936488703431,0.0484227251980092,1.96248445723051e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2268330,0.252115479620302,0.0484293531778933,1.93120657560593e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2269487,0.25278709550746,0.048412287203842,1.77433345207517e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2275444,0.252504486547743,0.0484226779675921,1.84222719586925e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2276190,0.25379340407267,0.0484070666835738,1.58072323254865e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2289286,0.250598936111648,0.0484044476638801,2.25254940546825e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2289379,0.255925444282731,0.0483135347976839,1.17605365397273e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2291127,0.258451385365216,0.0476155130611735,5.70267259703682e-08,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2292238,0.252571299447409,0.0484375563252464,1.8444384165477e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2298777,0.252735045966736,0.0484080396667104,1.78025648475203e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2307111,0.254804076273803,0.0485473363176978,1.53284682182006e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2312193,0.252317036196127,0.0484797120819437,1.94425132560609e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2370153,0.252475568880581,0.0484232666606452,1.84880307440064e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2381404,0.253677462374251,0.0483751538210442,1.57164687919348e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2433733,0.252906796351568,0.0484587580336085,1.79880978146592e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs245767,0.25238830716721,0.0484575847810651,1.90437360044945e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2458764,0.253308914236777,0.0484089311946996,1.67061084316506e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2472643,0.251410766605593,0.0484258158248476,2.08418215481781e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2494196,0.25844137197549,0.0481501742274602,7.98786042943835e-08,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2507909,0.252068483042929,0.0484358157190848,1.94859845271755e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2508782,0.251496593958023,0.0484216575278087,2.05948712653323e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs252749,0.253035735473748,0.0484230908074448,1.73668168991551e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2568958,0.251329591848914,0.0485096807189535,2.20676659803219e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2572235,0.252001072703447,0.0484245723000763,1.9505271353514e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2601062,0.251630617183843,0.0484326599378594,2.04199062769295e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2606228,0.251750004775943,0.048439728946755,2.02334103250073e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2610245,0.252554622506603,0.0484329510407256,1.84293190453235e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2645683,0.25455827533907,0.0482800943959743,1.34555389543364e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs264948,0.25212313287246,0.0484372651089748,1.93842069597663e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2660241,0.252603903110291,0.0484460348384181,1.84682345514656e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2678204,0.250328897791063,0.048483424093773,2.42782717020777e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs269646,0.250680097676106,0.0483965910643522,2.22236254877056e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2719774,0.253794147260139,0.0483581819666863,1.53579806698771e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2733296,0.254818107733723,0.0483980037409617,1.40148085406059e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2736084,0.250822845498983,0.0484080467608019,2.20192692729909e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs273735,0.252203288084814,0.0484235467819534,1.90601325613245e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2744938,0.251956377057828,0.0486490149610181,2.23001590621065e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2802295,0.250064017535805,0.0484833357270237,2.49959994020025e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs28350,0.252314383298932,0.0484519681616962,1.91385683380183e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs28366156,0.252505128117315,0.0484397773672807,1.86047512455651e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2836961,0.252967002354044,0.0484132437960904,1.740034645804e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs284532,0.249859027946089,0.048371117457687,2.39849497100226e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs28457808,0.250577438121083,0.0484447779391982,2.31063575965483e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2861685,0.251862766106239,0.0484607516883119,2.02255483280894e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs28678108,0.25350549688513,0.0483696026159925,1.59701386011363e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs28701630,0.253755586832979,0.0483543416501342,1.53897374677546e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs28711392,0.249424922278704,0.048407742051333,2.56922460395892e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs28828150,0.250381101434634,0.0483879129374049,2.28576597769466e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2948829,0.251131900598143,0.0484148112855777,2.13607478863565e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2954021,0.259114513933989,0.0479514177115942,6.52843593991092e-08,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2964023,0.253862589243904,0.048394894192569,1.5573382306694e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2984477,0.2512174940356,0.0484026549269394,2.10114141564146e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs303948,0.251285251549511,0.0484184729477875,2.10448620762323e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs304963,0.252208163359536,0.0484328294961563,1.91525282284402e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs3113509,0.251263563637451,0.0484458792838048,2.14306509829441e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs312702,0.251640681296463,0.0484214655933553,2.02658048888669e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs329118,0.25286476585869,0.0484364802398227,1.78398521722904e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs329651,0.25229118234997,0.0484197022175681,1.88325588848933e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs34045288,0.252986459046383,0.0485083416249758,1.83501505014799e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs34234296,0.254841348417766,0.0483650240540258,1.37075737234322e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs34517439,0.252237678323783,0.0485671720197495,2.06284012912795e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs34571768,0.251188097751118,0.0484148475370089,2.12285029558477e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs34728432,0.250942317983177,0.0484211751280463,2.18941602668031e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs34769775,0.252263326171473,0.0484525275843704,1.92537523659161e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs34811474,0.248159288786887,0.0483859876258691,2.91683426090035e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs34864349,0.25349635885895,0.0483844390132745,1.61263240930802e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs35139159,0.252673284750157,0.0484245434891125,1.80986124917603e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs35154326,0.250115921709752,0.0484279812119346,2.4082679276439e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs35184536,0.255395016843837,0.0483309333996345,1.26188238799297e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs35394440,0.250243112357458,0.0484117012850436,2.35271144056021e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs35502096,0.251706883435647,0.0484242224962635,2.01493917722153e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs35519679,0.253574511584116,0.0483765561709809,1.59119639673911e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs35537311,0.25244673619937,0.0484298198289564,1.86181915219986e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs35589149,0.252387747276674,0.0484437304415127,1.88926547993873e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs35708928,0.251606134434282,0.0484266146641627,2.04042138650492e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs35711462,0.257681901030437,0.0481079988815315,8.49334011420197e-08,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs35722851,0.254754398124916,0.0482861446028046,1.32083321505459e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs35723993,0.250764174723818,0.0484078425976434,2.21602265861015e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs35792595,0.25067952871141,0.0484207744955334,2.25353031571179e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs35809007,0.249604705599294,0.0483732467672243,2.4698386802178e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs35867081,0.252901072405414,0.0484417314483198,1.78221762225356e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs35972789,0.249463397510358,0.0483375536869649,2.4581660093166e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs36061954,0.252557709534814,0.0484199352190335,1.82841877779393e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs372519,0.250468371558601,0.0484568626564581,2.35483797060398e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs3730071,0.252325848073218,0.0484094511395029,1.86487306330818e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs3732624,0.252531639282195,0.0484264430727868,1.84068479951499e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs3737992,0.251644839819831,0.048462607132991,2.07425567323865e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs3744226,0.250274861427404,0.0483788056438626,2.30077108290655e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs3748916,0.251330796935454,0.0484265050079304,2.10358552178574e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs3764002,0.251301563669036,0.0484705658908676,2.16453384943715e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs3764625,0.25367385864155,0.0483930612766752,1.58891080769482e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs3766823,0.249312427397515,0.0484108613693074,2.605871362833e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs3770013,0.250792478980189,0.0483843954754973,2.17954293804763e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs3802725,0.252864270827561,0.0484091685138183,1.75592471419702e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs3803286,0.248719753231861,0.0484090337710862,2.77856834150394e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs3814883,0.252758093705892,0.0485089543397448,1.88286614775565e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs3818896,0.251449973602702,0.0484280961193911,2.07786392113053e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs383701,0.251009259525621,0.0484297783373804,2.18400219419954e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs3910736,0.252195600465915,0.0484242885106092,1.90846449829049e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs396354,0.253301451033525,0.0484149428478368,1.6778942267054e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs400301,0.249260826784199,0.0483307921823966,2.50413589904105e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs40071,0.250243858490195,0.0484589377895411,2.41676939172076e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs4055791,0.251917533046743,0.0484541854542228,2.00269615157904e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs4240326,0.254546878733392,0.0483950841815333,1.44237857006761e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs4266606,0.25207940792793,0.048440886789684,1.95195094708031e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs4267103,0.251551343512686,0.0484371117005667,2.06532606372189e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs4290163,0.255728883730133,0.0482857618848684,1.18266400860126e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs429343,0.250816939468939,0.0484511484683698,2.25847947150148e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs429358,0.26511438110606,0.0477468474922729,2.81612365438492e-08,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs4307239,0.252944000298725,0.048415350976279,1.7466533129324e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs4333219,0.251694633799812,0.0484212673206205,2.01424299676944e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs4430672,0.25276166545922,0.0484269832043836,1.79466297783204e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs444102,0.252832960710502,0.0484443138384344,1.79849934280057e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs4456769,0.249078588341067,0.0483839743925964,2.63339746001799e-07,IHD
