exposure,outcome,id.exposure,id.outcome,samplesize,SNP,b,se,p,outcome_code
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs1002655,0.0711842202894733,0.0181548756858264,8.82033774834888e-05,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs931235,0.0671295602595162,0.0182270703099013,0.00023054187210835,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs9341575,0.0693365202850859,0.0182409169870928,0.000144024204975278,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs9516861,0.067519232965998,0.0182355756740046,0.000213392413906769,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs9527301,0.0690421777661049,0.0182456047149656,0.000154300298189359,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs9545539,0.0681781638489995,0.0182462298302233,0.000186553676739075,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs9627109,0.0685009744929573,0.0182431160331345,0.000173414566863558,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs978936,0.0675046090359786,0.0182089501807429,0.000209545772772337,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs9845443,0.0666582281923731,0.018194295947642,0.000248609351316906,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs9862593,0.0693364447148616,0.0182251489646121,0.000142126647260368,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs9908167,0.0689682097973233,0.0182479965950081,0.00015714682112651,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs999483,0.0678425026705744,0.0182323885689107,0.0001984447141785,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,All,0.0684153040061694,0.0181855142641431,0.000168508183553995,IHD
